Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round,Has_P
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1303,1554,2020,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2228,2418,2020,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,474,491,2020,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),599,599,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,582,1222,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),2142,2871,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,23,59,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,112,147,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,274,498,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1228,1413,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,28,28,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,184,262,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),455,773,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,6,6,2020,6,TRUE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,116,150,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),255,255,2020,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,6,6,2020,6,TRUE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2237,3404,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),5011,7800,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,145,151,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,326,509,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1040,1524,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2647,3768,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,15,15,2020,6,TRUE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,589,839,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1458,1507,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,391,461,2020,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),355,355,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4269,6212,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),11266,12810,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,921,1014,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1956,2612,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5845,6150,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,904,1231,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2455,2762,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,609,647,2020,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),569,569,2020,6,TRUE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7814,9878,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),14163,15810,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1557,1975,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3590,4237,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7076,7406,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1714,2408,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3240,3253,2020,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",ST,Gender-Neutral,90,400,2020,6,TRUE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1072,1072,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2572,4328,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7653,9767,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,116,116,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,743,835,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2084,2084,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1646,2039,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4364,4369,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,86,86,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,932,1075,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1784,1784,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,676,752,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),860,860,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,4149,4876,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),6397,10984,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,900,906,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,1964,2232,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),4821,4821,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1067,1386,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2091,2091,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,791,791,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7039,8247,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12740,13400,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1190,1790,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2535,2535,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3111,3875,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4613,6882,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1893,2233,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2828,2828,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,41,352,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),370,370,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,7291,9737,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),13308,16068,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1821,2034,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),3886,3886,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,3897,4381,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),7147,7362,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2286,2695,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2851,2851,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,450,472,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),753,753,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,9905,12362,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),16849,18803,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,2197,2308,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",EWS,Female-only (including Supernumerary),4257,4257,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OBC-NCL,Gender-Neutral,4293,5393,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OBC-NCL,Female-only (including Supernumerary),8423,8771,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",SC,Gender-Neutral,2428,3065,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",SC,Female-only (including Supernumerary),3408,3408,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",ST,Gender-Neutral,56,889,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",ST,Female-only (including Supernumerary),1207,1207,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,10896,16727,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,Female-only (including Supernumerary),14378,15926,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,2511,2787,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",EWS,Female-only (including Supernumerary),4021,4021,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,4894,5973,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OBC-NCL,Female-only (including Supernumerary),6530,7284,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,2003,1320,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),2711,2711,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,960,220,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",ST,Female-only (including Supernumerary),1111,1111,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4028,6719,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7967,11844,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1485,1567,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1783,1783,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1920,3661,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6813,6813,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2116,2234,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2388,2388,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,217,260,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,6572,8203,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),12219,12891,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1675,2001,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,3717,4325,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),7129,7129,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1967,2339,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2636,2636,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,451,671,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),800,800,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2763,4004,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),6351,8728,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,139,139,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,594,708,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1562,1562,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1453,2018,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3776,4386,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,667,1412,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),736,1357,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,424,635,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),942,942,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,4015,5418,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),9127,9454,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1041,1101,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),1780,1780,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,2147,2788,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),4725,4961,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1375,1596,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),1785,1785,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,600,804,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,7134,11415,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),15587,17511,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,2046,2292,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",EWS,Female-only (including Supernumerary),4498,4498,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,Gender-Neutral,4162,5328,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,Female-only (including Supernumerary),7708,8594,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",SC,Gender-Neutral,2808,2978,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",SC,Female-only (including Supernumerary),744,744,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",ST,Gender-Neutral,527,638,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",ST,Female-only (including Supernumerary),1201,1201,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3286,5833,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),9369,11231,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,931,1080,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2351,2351,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1576,2361,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4382,5298,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,744,1163,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1833,1855,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,276,376,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),537,537,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5860,6668,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),10932,12501,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1117,1126,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,2525,2858,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),5164,5935,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1173,1415,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2167,2167,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,342,411,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,180,293,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),303,890,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,6,20,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),50,50,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,42,53,2020,6,FALSE
