Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round,Has_P
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,7,7,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,55,149,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),460,565,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,9,9,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),37,37,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,45,83,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),152,205,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,2,2,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,36,50,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),147,147,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,4,4,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,304,504,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),1204,1378,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),Gender-Neutral,54,54,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,68,97,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),176,176,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,158,254,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),723,1053,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL (PwD),Gender-Neutral,17,17,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,43,174,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),309,480,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,94,106,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),489,489,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,3937,5772,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),8630,10541,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OPEN (PwD),Gender-Neutral,112,112,2020,6,TRUE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,627,1143,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",EWS,Female-only (including Supernumerary),3119,3119,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OBC-NCL,Gender-Neutral,1757,2884,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OBC-NCL,Female-only (including Supernumerary),4755,6465,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",SC,Gender-Neutral,1338,2217,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",SC,Female-only (including Supernumerary),2573,2573,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",ST,Gender-Neutral,917,361,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",ST,Female-only (including Supernumerary),726,726,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1187,1622,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),2099,3549,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,105,105,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,194,257,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),812,812,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,452,664,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1449,1717,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,37,37,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,314,391,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),388,413,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,172,206,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),447,447,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,1645,1923,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),3877,4176,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,353,357,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),996,996,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,875,983,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),2504,2504,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,570,734,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),805,805,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,292,348,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,532,1137,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1569,2418,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,53,92,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,123,191,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),512,674,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,19,19,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,271,494,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1179,1425,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,43,43,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,117,298,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),130,130,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,149,196,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),399,399,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,1118,1516,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),3103,3673,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),Gender-Neutral,101,101,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,294,350,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),864,864,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,504,824,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),2088,2285,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL (PwD),Gender-Neutral,49,49,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,340,578,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),917,1057,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,223,243,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),639,639,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Exploration Geophysics (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,8474,10835,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Exploration Geophysics (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),12959,19104,2020,6,FALSE
Indian Institute of Technology Kharagpur,"Exploration Geophysics (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,1895,2257,2020,6,FALSE
